user_id,total_orders,avg_order_value,max_order_value,first_order,last_order,days_since_last_order,user_tenure_days
23365,2,480.0,620,2022-05-29,2024-09-26,96,947
23366,1,450.0,450,2022-06-20,2022-06-20,925,925
23367,1,855.0,855,2022-05-07,2022-05-07,969,969
23368,2,652.5,1095,2020-04-12,2022-05-11,965,1724
23369,2,800.0,1345,2019-10-03,2019-10-23,1896,1916
23370,4,727.5,1125,2019-08-04,2024-08-03,150,1976
23371,4,521.25,930,2019-08-11,2024-07-24,160,1969
23372,2,762.5,915,2021-01-20,2024-06-08,206,1441
23373,5,702.0,995,2020-11-20,2024-11-04,57,1502
23374,7,531.4285714285714,900,2019-04-22,2023-05-20,591,2080
23375,4,711.25,1140,2019-02-01,2022-10-06,817,2160
23376,3,780.0,925,2020-09-20,2023-02-09,691,1563
23377,1,620.0,620,2022-01-17,2022-01-17,1079,1079
23378,4,817.5,1545,2019-01-17,2022-08-28,856,2175
23379,3,1068.3333333333333,1480,2021-08-15,2023-10-04,454,1234
23380,3,606.6666666666666,715,2020-09-13,2024-02-06,329,1570
23381,5,821.0,1260,2019-02-10,2024-07-13,171,2151
23382,4,572.5,745,2021-02-12,2024-10-15,77,1418
23383,5,1317.0,2105,2020-01-03,2024-12-09,22,1824
23384,2,1202.5,1500,2020-06-12,2023-02-17,683,1663
23385,6,803.3333333333334,1580,2020-07-22,2022-09-08,845,1623
23386,3,953.3333333333334,1095,2021-03-02,2024-07-31,153,1400
23387,3,496.6666666666667,925,2020-05-18,2022-07-01,914,1688
23388,2,655.0,825,2024-02-11,2024-08-08,145,324
23389,1,1930.0,1930,2024-02-11,2024-02-11,324,324
23390,2,1012.5,1310,2023-07-09,2023-08-23,496,541
23391,7,540.0,1000,2019-05-29,2024-04-07,268,2043
23392,3,543.3333333333334,920,2019-11-02,2024-09-03,119,1886
23393,4,372.5,605,2019-05-05,2023-04-15,626,2067
23395,2,632.5,845,2019-07-09,2019-08-03,1977,2002
23396,3,1203.3333333333333,1670,2019-12-08,2023-12-18,379,1850
23397,3,966.6666666666666,1150,2019-05-09,2022-11-21,771,2063
23398,3,381.6666666666667,485,2022-04-23,2024-07-24,160,983
23399,1,855.0,855,2020-11-09,2020-11-09,1513,1513
23400,4,478.75,720,2020-06-29,2023-03-15,657,1646
23401,9,678.3333333333334,1155,2019-03-10,2024-08-17,136,2123
23402,4,725.0,1280,2020-03-02,2023-08-10,509,1765
23403,3,353.3333333333333,785,2022-04-26,2024-11-20,41,980
23404,5,519.0,720,2019-10-26,2024-06-06,208,1893
23405,8,1056.25,1655,2020-03-22,2023-12-30,367,1745
23406,1,530.0,530,2024-11-07,2024-11-07,54,54
23407,7,582.8571428571429,925,2019-03-06,2022-09-22,831,2127
23408,4,1376.25,1920,2020-06-13,2023-08-14,505,1662
23409,1,780.0,780,2023-02-03,2023-02-03,697,697
23410,2,410.0,720,2020-07-12,2021-09-16,1202,1633
23411,3,1096.6666666666667,1585,2021-11-03,2024-08-19,134,1154
23412,7,710.0,885,2020-03-31,2024-12-01,30,1736
23413,8,1024.375,1800,2019-06-13,2024-11-21,40,2028
23414,4,330.0,655,2019-05-21,2021-06-08,1302,2051
23415,3,695.0,995,2019-08-11,2022-03-13,1024,1969
23416,2,1047.5,1310,2022-09-09,2023-04-03,638,844
23417,6,495.0,810,2019-01-31,2024-09-19,103,2161
23418,1,605.0,605,2024-10-15,2024-10-15,77,77
23419,2,377.5,660,2019-03-17,2023-09-18,470,2116
23420,4,797.5,1210,2019-12-04,2023-11-02,425,1854
23421,7,780.7142857142857,1250,2020-01-28,2022-09-11,842,1799
23422,2,560.0,695,2022-02-05,2024-12-03,28,1060
23423,2,482.5,495,2020-04-24,2021-01-29,1432,1712
23424,3,1195.0,1655,2020-06-22,2023-10-31,427,1653
23425,5,272.0,575,2020-06-02,2024-11-09,52,1673
23426,3,333.3333333333333,490,2020-01-23,2024-08-01,152,1804
23427,1,1545.0,1545,2023-11-30,2023-11-30,397,397
23428,2,785.0,800,2020-05-15,2024-07-31,153,1691
23429,1,475.0,475,2022-09-01,2022-09-01,852,852
23430,3,881.6666666666666,2100,2020-01-09,2022-01-07,1089,1818
23431,5,684.0,840,2019-12-05,2024-07-16,168,1853
23432,5,780.0,1115,2019-03-15,2023-02-06,694,2118
23433,4,647.5,930,2019-01-05,2024-12-27,4,2187
23434,2,507.5,595,2024-02-10,2024-05-04,241,325
23435,1,635.0,635,2020-01-21,2020-01-21,1806,1806
23436,4,378.75,560,2019-10-28,2024-04-23,252,1891
23437,3,725.0,1160,2019-09-04,2024-06-03,211,1945
23438,6,493.3333333333333,735,2019-12-14,2024-09-16,106,1844
23439,6,623.3333333333334,1705,2019-06-07,2023-06-22,558,2034
23440,4,642.5,990,2019-06-09,2024-05-01,244,2032
23441,2,362.5,520,2020-03-15,2023-11-24,403,1752
23442,5,874.0,1410,2019-08-25,2024-03-26,280,1955
23444,6,295.8333333333333,465,2019-07-09,2024-09-29,93,2002
23445,5,1174.0,2365,2019-07-18,2024-10-29,63,1993
23446,5,482.0,945,2020-12-07,2022-12-02,760,1485
23447,3,756.6666666666666,1030,2019-10-26,2024-09-06,116,1893
23448,5,789.0,1380,2020-04-21,2024-06-06,208,1715
23449,4,990.0,1415,2020-07-08,2020-09-15,1568,1637
23450,3,888.3333333333334,1290,2020-11-26,2022-08-10,874,1496
23451,2,537.5,865,2019-01-17,2023-07-25,525,2175
23453,4,575.0,780,2019-05-02,2024-01-17,349,2070
23454,3,650.0,865,2019-11-19,2023-10-23,435,1869
23455,2,472.5,485,2023-02-22,2023-09-01,487,678
23456,5,576.0,1110,2020-10-16,2024-10-24,68,1537
23457,2,440.0,610,2020-02-21,2023-04-15,626,1775
23458,2,607.5,1035,2019-11-22,2024-02-04,331,1866
23459,2,492.5,590,2023-06-17,2023-11-04,423,563
23460,3,1098.3333333333333,1465,2019-06-10,2024-12-05,26,2031
23461,5,979.0,1850,2020-09-14,2024-11-26,35,1569
23462,3,416.6666666666667,590,2019-06-05,2024-05-21,224,2036
23463,1,1255.0,1255,2019-10-09,2019-10-09,1910,1910
23464,3,1118.3333333333333,2015,2020-12-18,2022-11-07,785,1474
23465,3,486.6666666666667,895,2023-04-04,2024-09-28,94,637
23466,5,428.0,655,2020-06-12,2023-09-20,468,1663
23467,2,775.0,920,2019-02-11,2022-03-31,1006,2150
23468,2,1037.5,1305,2022-09-08,2023-12-14,383,845
23469,2,960.0,1260,2019-12-26,2022-10-15,808,1832
23470,2,615.0,790,2019-08-20,2019-09-06,1943,1960
23471,4,520.0,1025,2020-04-14,2024-10-29,63,1722
23472,3,870.0,1410,2022-03-07,2024-11-18,43,1030
23473,6,705.8333333333334,1050,2021-04-25,2024-08-11,142,1346
23474,5,614.0,1030,2019-05-21,2023-05-24,587,2051
23475,4,208.75,350,2023-01-21,2023-08-15,504,710
23476,5,537.0,710,2020-01-14,2024-05-03,242,1813
23477,3,1150.0,1470,2021-04-21,2023-10-07,451,1350
23478,1,1380.0,1380,2022-06-04,2022-06-04,941,941
23479,2,1172.5,1525,2019-01-13,2019-05-16,2056,2179
23480,2,1000.0,1610,2023-02-11,2023-07-21,529,689
23481,1,1130.0,1130,2022-07-18,2022-07-18,897,897
23482,2,907.5,1090,2022-02-02,2023-01-09,722,1063
23483,4,872.5,1170,2019-03-28,2020-07-13,1632,2105
23484,3,586.6666666666666,915,2019-03-29,2024-04-03,272,2104
23485,1,1595.0,1595,2023-05-09,2023-05-09,602,602
23486,1,1500.0,1500,2021-02-17,2021-02-17,1413,1413
23487,3,390.0,820,2021-10-24,2024-04-19,256,1164
23488,5,854.0,1705,2019-07-30,2024-08-29,124,1981
23489,6,831.6666666666666,1110,2019-04-21,2023-12-26,371,2081
23490,2,1157.5,1790,2019-01-03,2022-04-18,988,2189
23491,3,525.0,1105,2019-09-17,2023-09-08,480,1932
23492,4,572.5,795,2022-02-26,2024-11-14,47,1039
23493,6,528.3333333333334,810,2019-01-29,2023-10-05,453,2163
23494,8,495.0,1030,2019-03-27,2024-10-25,67,2106
23495,3,580.0,855,2022-12-07,2024-04-12,263,755
23496,6,589.1666666666666,1105,2020-12-14,2024-07-16,168,1478
23497,3,506.6666666666667,640,2019-03-19,2022-07-07,908,2114
23498,1,1655.0,1655,2024-04-09,2024-04-09,266,266
23499,2,1145.0,1420,2022-10-03,2023-02-15,685,820
23500,5,540.0,880,2019-04-18,2024-03-13,293,2084
23501,4,898.75,1520,2021-05-05,2023-12-27,370,1336
23502,2,207.5,300,2019-05-23,2021-07-14,1266,2049
23503,3,488.3333333333333,965,2019-05-11,2024-02-29,306,2061
23504,3,716.6666666666666,940,2019-01-19,2020-09-23,1560,2173
23505,2,350.0,430,2019-05-12,2019-12-04,1854,2060
23506,3,561.6666666666666,910,2021-08-27,2023-10-05,453,1222
23507,6,1021.6666666666666,1395,2019-10-17,2023-03-17,655,1902
23509,3,765.0,1155,2019-11-19,2023-11-10,417,1869
23510,1,1515.0,1515,2021-11-14,2021-11-14,1143,1143
23511,3,1096.6666666666667,1665,2019-06-19,2024-01-22,344,2022
23512,1,400.0,400,2019-12-31,2019-12-31,1827,1827
23513,4,592.5,1155,2019-04-17,2021-10-16,1172,2085
23514,4,478.75,680,2021-01-05,2024-02-23,312,1456
23515,5,613.0,905,2019-10-04,2022-02-26,1039,1915
23516,4,561.25,750,2021-03-16,2024-06-11,203,1386
23517,1,410.0,410,2022-06-28,2022-06-28,917,917
23518,2,665.0,905,2023-04-01,2024-04-04,271,640
23519,3,866.6666666666666,1230,2020-07-09,2024-03-14,292,1636
23520,2,427.5,665,2019-08-13,2023-12-22,375,1967
23521,3,640.0,975,2019-07-12,2020-11-16,1506,1999
23522,4,807.5,1525,2021-06-28,2024-09-18,104,1282
23523,4,416.25,640,2019-12-28,2023-10-06,452,1830
23524,2,1280.0,1885,2022-02-02,2023-05-06,605,1063
23525,3,708.3333333333334,1300,2019-04-17,2022-05-14,962,2085
23526,5,935.0,1060,2019-08-05,2024-11-01,60,1975
23527,4,740.0,1180,2020-07-06,2023-06-02,578,1639
23528,8,454.375,955,2020-05-31,2023-04-10,631,1675
23529,3,156.66666666666666,205,2021-11-08,2024-06-24,190,1149
23530,3,1081.6666666666667,1255,2020-06-06,2021-07-23,1257,1669
23531,5,318.0,725,2019-01-16,2023-10-20,438,2176
23532,5,620.0,1235,2019-11-20,2022-10-16,807,1868
23533,2,975.0,985,2021-03-17,2021-05-28,1313,1385
23534,4,1082.5,1575,2019-11-03,2023-07-26,524,1885
23535,4,837.5,1175,2019-02-23,2022-09-08,845,2138
23536,3,858.3333333333334,1520,2019-09-08,2021-06-13,1297,1941
23537,2,150.0,160,2020-07-20,2021-11-26,1131,1625
23538,3,315.0,345,2019-05-08,2022-11-17,775,2064
23539,4,550.0,815,2019-12-22,2023-03-21,651,1836
23540,3,863.3333333333334,1395,2019-01-16,2022-01-07,1089,2176
23541,4,981.25,1240,2020-04-12,2022-04-22,984,1724
23542,1,930.0,930,2024-07-22,2024-07-22,162,162
23543,2,622.5,790,2021-02-28,2023-01-10,721,1402
23544,1,1050.0,1050,2022-08-10,2022-08-10,874,874
23545,5,422.0,845,2019-03-02,2024-12-25,6,2131
23546,6,555.8333333333334,870,2020-01-24,2023-06-26,554,1803
23547,4,1046.25,1185,2021-03-11,2024-01-12,354,1391
23548,5,973.0,1580,2019-09-22,2023-08-10,509,1927
23549,4,645.0,865,2019-09-29,2023-09-02,486,1920
23550,4,1471.25,2565,2021-10-22,2024-10-11,81,1166
23551,2,957.5,1115,2020-09-15,2021-09-19,1199,1568
23552,8,538.75,935,2019-05-31,2023-09-02,486,2041
23553,4,555.0,995,2020-09-15,2024-09-08,114,1568
23554,6,356.6666666666667,760,2019-06-22,2023-04-05,636,2019
23555,5,909.0,1185,2019-03-06,2022-07-17,898,2127
23556,5,948.0,1200,2019-08-04,2024-08-02,151,1976
23557,7,660.7142857142857,1180,2019-09-18,2023-05-31,580,1931
23558,1,275.0,275,2020-11-15,2020-11-15,1507,1507
23559,5,247.0,575,2021-01-04,2023-03-10,662,1457
23560,2,1055.0,1830,2019-05-19,2021-11-21,1136,2053
23561,6,389.1666666666667,695,2020-07-23,2024-10-17,75,1622
23562,5,1713.0,2620,2020-05-30,2024-11-01,60,1676
23563,4,450.0,915,2021-05-13,2023-10-28,430,1328
23564,6,783.3333333333334,1635,2021-02-23,2024-09-12,110,1407
23565,4,412.5,865,2019-05-26,2024-10-27,65,2046
23566,2,717.5,1190,2022-01-08,2022-03-27,1010,1088
23567,8,478.125,1025,2019-07-12,2024-08-21,132,1999
23568,9,392.77777777777777,530,2019-01-29,2024-11-22,39,2163
23569,4,705.0,965,2019-05-09,2022-08-26,858,2063
23570,3,896.6666666666666,1335,2019-05-29,2024-01-06,360,2043
23571,1,970.0,970,2019-03-06,2019-03-06,2127,2127
23572,3,488.3333333333333,600,2019-09-21,2023-10-22,436,1928
23573,3,996.6666666666666,1420,2021-06-03,2024-02-15,320,1307
23574,4,1117.5,1375,2020-09-26,2024-07-26,158,1557
23575,3,561.6666666666666,800,2020-12-29,2023-05-04,607,1463
23576,1,405.0,405,2024-08-03,2024-08-03,150,150
23577,7,540.0,950,2020-02-19,2024-10-13,79,1777
23578,6,730.8333333333334,1200,2020-05-18,2024-09-22,100,1688
23579,2,507.5,785,2022-12-17,2023-09-23,465,745
23580,5,930.0,1235,2020-11-18,2023-11-01,426,1504
23581,2,562.5,585,2020-10-18,2023-05-16,595,1535
23582,4,441.25,845,2019-01-31,2022-03-25,1012,2161
23583,4,868.75,1555,2019-02-04,2022-01-04,1092,2157
23584,6,719.1666666666666,1050,2019-05-11,2024-07-08,176,2061
23585,4,401.25,645,2022-08-20,2024-03-29,277,864
23586,5,356.0,470,2019-03-20,2023-02-15,685,2113
23587,6,297.5,450,2019-09-19,2024-10-28,64,1930
23588,3,1301.6666666666667,1395,2019-02-24,2024-01-07,359,2137
23589,4,511.25,830,2020-01-01,2023-10-24,434,1826
23590,5,664.0,985,2019-01-18,2024-02-20,315,2174
23591,3,653.3333333333334,775,2019-01-08,2021-01-18,1443,2184
23592,5,591.0,975,2019-09-07,2024-12-05,26,1942
23594,4,763.75,955,2021-01-13,2023-12-01,396,1448
23595,8,836.875,1250,2019-07-16,2023-09-17,471,1995
23596,5,748.0,1275,2020-11-07,2024-12-26,5,1515
23597,2,677.5,1100,2020-04-17,2022-11-18,774,1719
23598,2,660.0,1125,2019-07-01,2024-05-26,219,2010
23599,4,416.25,765,2021-06-24,2023-10-08,450,1286
23600,4,922.5,1415,2022-06-24,2024-02-03,332,921
23601,2,1167.5,2125,2021-08-24,2024-04-02,273,1225
23602,2,732.5,735,2019-01-12,2023-09-30,458,2180
23603,5,337.0,495,2019-01-27,2023-10-22,436,2165
23604,6,913.3333333333334,1340,2019-02-08,2023-11-05,422,2153
23605,8,726.875,1370,2019-02-03,2024-06-22,192,2158
23606,4,746.25,1255,2020-07-31,2024-05-30,215,1614
23607,5,1119.0,2380,2019-09-17,2024-12-04,27,1932
23608,2,650.0,905,2021-11-20,2023-01-21,710,1137
23609,6,372.5,720,2019-05-27,2024-08-20,133,2045
23610,6,723.3333333333334,1185,2020-06-11,2022-07-24,891,1664
23611,1,1090.0,1090,2021-04-04,2021-04-04,1367,1367
23612,6,945.8333333333334,2045,2021-07-02,2024-12-02,29,1278
23613,2,1622.5,2040,2022-04-15,2024-11-19,42,991
23614,2,395.0,485,2020-04-07,2023-10-04,454,1729
23615,5,703.0,1245,2019-04-26,2021-10-17,1171,2076
23616,7,808.5714285714286,1075,2019-03-19,2024-10-12,80,2114
23617,1,500.0,500,2021-12-18,2021-12-18,1109,1109
23618,3,1113.3333333333333,1490,2019-01-18,2024-09-26,96,2174
23619,1,775.0,775,2022-07-23,2022-07-23,892,892
23620,3,640.0,1225,2021-05-18,2023-08-03,516,1323
23621,7,561.4285714285714,975,2022-12-18,2024-08-02,151,744
23622,4,563.75,735,2019-08-01,2024-06-29,185,1979
23623,3,1225.0,1585,2019-07-22,2020-12-27,1465,1989
23624,3,1015.0,1370,2021-03-20,2024-04-08,267,1382
23625,2,300.0,420,2022-10-28,2023-06-12,568,795
23626,3,816.6666666666666,1155,2019-10-23,2023-10-14,444,1896
23627,4,427.5,495,2019-01-04,2023-08-05,514,2188
23628,4,368.75,530,2019-04-08,2021-02-15,1415,2094
23629,2,532.5,575,2020-08-31,2023-11-04,423,1583
23630,1,705.0,705,2023-06-06,2023-06-06,574,574
23631,4,1146.25,1660,2020-03-16,2021-04-06,1365,1751
23632,2,1115.0,1225,2019-06-30,2023-02-28,672,2011
23633,3,985.0,1340,2023-07-04,2024-03-06,300,546
23634,1,335.0,335,2021-09-09,2021-09-09,1209,1209
23635,3,753.3333333333334,925,2022-10-03,2023-10-12,446,820
23636,5,633.0,990,2021-06-05,2024-08-27,126,1305
23637,5,509.0,890,2019-04-20,2021-11-21,1136,2082
23638,3,690.0,750,2019-04-16,2024-04-24,251,2086
23639,7,506.42857142857144,835,2019-02-13,2024-08-08,145,2148
23640,9,1030.0,1750,2020-01-04,2024-02-26,309,1823
23641,5,513.0,920,2021-04-27,2024-10-22,70,1344
23642,2,355.0,540,2020-03-24,2023-10-19,439,1743
23643,7,713.5714285714286,1055,2019-09-20,2023-12-25,372,1929
23644,12,548.3333333333334,1245,2019-02-11,2024-12-04,27,2150
23645,5,758.0,1430,2019-11-11,2023-07-07,543,1877
23646,4,473.75,855,2022-10-22,2024-12-04,27,801
23647,2,590.0,690,2019-06-10,2020-12-08,1484,2031
23648,8,650.0,1210,2019-01-29,2024-10-18,74,2163
23649,2,980.0,1205,2020-05-29,2024-01-02,364,1677
23650,2,1540.0,1760,2019-04-19,2024-11-08,53,2083
23651,5,430.0,985,2019-01-27,2023-03-10,662,2165
23652,2,270.0,325,2019-06-08,2021-01-01,1460,2033
23653,2,1310.0,1385,2019-09-12,2022-11-09,783,1937
23654,5,482.0,805,2020-05-19,2023-10-09,449,1687
23655,4,307.5,555,2020-05-04,2023-08-02,517,1702
23656,2,810.0,1115,2020-10-19,2021-05-13,1328,1534
23657,5,862.0,1240,2019-09-16,2023-09-08,480,1933
23658,6,1150.8333333333333,1705,2019-03-05,2023-07-21,529,2128
23659,1,840.0,840,2020-04-28,2020-04-28,1708,1708
23660,9,613.3333333333334,1370,2019-10-15,2024-11-29,32,1904
23661,4,378.75,530,2020-03-16,2023-08-17,502,1751
23662,4,258.75,455,2020-06-15,2023-06-27,553,1660
23663,4,1016.25,1265,2019-01-21,2023-08-05,514,2171
23664,5,567.0,965,2019-12-04,2024-10-18,74,1854
23665,2,932.5,1590,2020-08-19,2022-07-19,896,1595
23666,7,654.2857142857143,1450,2019-11-11,2024-12-15,16,1877
23667,3,380.0,610,2020-12-31,2024-05-03,242,1461
23668,9,518.8888888888889,1020,2019-01-23,2024-09-23,99,2169
23669,3,668.3333333333334,1335,2019-02-08,2024-10-26,66,2153
23670,5,569.0,665,2019-12-06,2024-01-17,349,1852
23671,2,622.5,1055,2023-10-31,2024-01-07,359,427
23672,9,838.8888888888889,1920,2019-02-23,2023-03-08,664,2138
23673,3,390.0,890,2019-08-15,2023-01-21,710,1965
23674,3,878.3333333333334,1220,2019-06-18,2023-11-01,426,2023
23675,3,488.3333333333333,675,2023-10-11,2024-08-08,145,447
23676,3,295.0,355,2019-12-18,2023-10-28,430,1840
23677,1,995.0,995,2023-04-08,2023-04-08,633,633
23678,3,513.3333333333334,675,2019-03-18,2023-12-08,389,2115
23679,6,695.0,1160,2020-01-04,2024-05-31,214,1823
23680,1,1240.0,1240,2024-05-06,2024-05-06,239,239
23681,5,595.0,1200,2019-10-05,2023-09-13,475,1914
23682,4,1060.0,1685,2019-02-22,2022-12-20,742,2139
23683,5,963.0,1480,2019-08-07,2023-10-15,443,1973
23684,2,267.5,355,2020-09-26,2023-05-25,586,1557
23685,4,427.5,915,2020-08-21,2023-08-05,514,1593
23686,1,295.0,295,2023-07-28,2023-07-28,522,522
23687,2,355.0,505,2021-06-16,2022-01-23,1073,1294
23688,1,1005.0,1005,2023-08-11,2023-08-11,508,508
23689,3,281.6666666666667,435,2019-02-15,2020-02-15,1781,2146
23690,5,586.0,1395,2019-08-26,2024-09-15,107,1954
23692,3,1131.6666666666667,1420,2019-09-19,2024-08-18,135,1930
23693,5,964.0,1290,2019-01-28,2024-09-28,94,2164
23694,3,453.3333333333333,710,2021-06-07,2022-07-30,885,1303
23695,3,638.3333333333334,920,2021-09-13,2024-09-05,117,1205
23696,4,593.75,860,2021-02-24,2024-08-25,128,1406
23697,1,210.0,210,2024-07-13,2024-07-13,171,171
23698,2,627.5,890,2022-04-12,2022-04-29,977,994
23699,10,653.0,1330,2019-09-13,2024-10-05,87,1936
23700,3,365.0,495,2019-04-21,2023-07-13,537,2081
23701,4,512.5,625,2020-08-18,2023-09-17,471,1596
23702,5,335.0,890,2019-07-23,2022-06-07,938,1988
23703,3,483.3333333333333,890,2020-06-11,2023-10-13,445,1664
23704,3,1130.0,1535,2019-02-05,2022-02-23,1042,2156
23705,8,793.125,1420,2019-05-20,2023-11-01,426,2052
23706,3,361.6666666666667,500,2019-08-30,2024-04-27,248,1950
23707,4,771.25,1275,2021-04-27,2024-08-09,144,1344
23708,4,966.25,1395,2019-06-12,2022-11-21,771,2029
23709,6,730.0,1355,2019-02-06,2024-05-07,238,2155
23710,5,805.0,1015,2019-02-02,2024-04-24,251,2159
23711,7,332.85714285714283,975,2019-02-18,2024-10-19,73,2143
23712,7,585.0,1025,2020-10-03,2024-10-02,90,1550
23713,3,563.3333333333334,895,2020-02-19,2021-09-17,1201,1777
23714,3,848.3333333333334,1150,2019-06-22,2022-08-21,863,2019
23715,5,360.0,670,2019-10-20,2024-08-09,144,1899
23717,5,1087.0,1510,2019-10-26,2024-05-29,216,1893
23718,4,472.5,805,2020-12-14,2024-01-08,358,1478
23719,3,1015.0,1800,2020-03-17,2022-09-01,852,1750
23720,2,645.0,1095,2021-12-15,2022-12-06,756,1112
23721,2,547.5,630,2019-11-14,2020-02-12,1784,1874
23722,4,838.75,1230,2019-01-08,2022-07-10,905,2184
23723,4,826.25,990,2019-09-01,2024-01-23,343,1948
23724,4,787.5,1450,2019-04-11,2023-02-11,689,2091
23725,7,707.8571428571429,1255,2019-04-25,2024-05-10,235,2077
23726,5,566.0,935,2019-04-27,2024-12-11,20,2075
23727,4,1088.75,1370,2021-12-06,2024-08-19,134,1121
23728,3,1408.3333333333333,2355,2019-10-05,2024-02-09,326,1914
23729,4,631.25,1375,2019-04-11,2023-07-26,524,2091
23730,5,290.0,535,2020-02-02,2022-08-23,861,1794
23731,2,412.5,640,2022-08-11,2024-10-29,63,873
23732,3,683.3333333333334,900,2022-02-20,2023-10-05,453,1045
23733,5,571.0,785,2020-03-21,2024-08-07,146,1746
23734,5,910.0,1475,2020-06-11,2024-09-25,97,1664
23735,5,378.0,695,2019-01-29,2024-09-27,95,2163
23736,1,205.0,205,2021-03-20,2021-03-20,1382,1382
23737,1,695.0,695,2024-07-10,2024-07-10,174,174
23738,5,649.0,1315,2019-05-14,2024-07-04,180,2058
23739,3,960.0,1115,2022-03-12,2024-08-10,143,1025
23740,10,529.5,1125,2020-08-05,2024-11-09,52,1609
23741,4,593.75,935,2020-06-05,2023-12-06,391,1670
23742,4,883.75,1225,2020-06-29,2024-03-26,280,1646
23743,4,1307.5,1525,2019-12-30,2022-08-03,881,1828
23744,3,1126.6666666666667,1465,2019-06-13,2023-12-03,394,2028
23745,2,455.0,780,2020-04-07,2020-07-04,1641,1729
23746,3,641.6666666666666,930,2019-01-20,2023-03-11,661,2172
23747,4,777.5,1205,2019-09-22,2024-09-07,115,1927
23748,2,217.5,310,2020-02-13,2024-02-03,332,1783
23749,4,293.75,400,2020-04-27,2024-01-21,345,1709
23750,1,1020.0,1020,2022-12-16,2022-12-16,746,746
23751,2,517.5,890,2022-07-12,2022-11-05,787,903
23752,4,520.0,800,2019-04-23,2023-11-20,407,2079
23753,4,766.25,1255,2020-03-09,2023-11-16,411,1758
23754,4,640.0,870,2019-01-16,2023-12-14,383,2176
23755,2,812.5,1020,2021-04-25,2024-11-26,35,1346
23756,6,590.8333333333334,880,2020-01-03,2023-04-25,616,1824
23757,4,666.25,840,2020-02-26,2024-02-12,323,1770
23758,3,551.6666666666666,785,2019-04-16,2023-10-04,454,2086
23759,3,1241.6666666666667,1885,2020-12-29,2022-06-11,934,1463
23760,7,958.5714285714286,2045,2020-04-12,2024-11-05,56,1724
23761,1,290.0,290,2024-07-05,2024-07-05,179,179
23762,3,666.6666666666666,1315,2020-12-22,2024-05-11,234,1470
23763,4,640.0,1150,2022-09-01,2024-09-28,94,852
23764,3,1133.3333333333333,1920,2022-01-29,2024-10-15,77,1067
23765,3,850.0,1020,2019-04-09,2022-12-10,752,2093
23766,6,515.8333333333334,900,2019-09-05,2024-08-23,130,1944
23767,6,1045.0,1465,2019-02-24,2024-07-06,178,2137
23768,4,421.25,700,2019-07-15,2021-12-25,1102,1996
23769,6,546.6666666666666,1020,2019-09-09,2023-09-10,478,1940
23770,5,624.0,1360,2021-01-05,2023-12-24,373,1456
23771,3,396.6666666666667,785,2020-02-21,2024-12-22,9,1775
23772,5,1118.0,1275,2020-08-14,2024-11-01,60,1600
23774,4,885.0,1295,2019-02-26,2022-12-07,755,2135
23775,4,455.0,930,2019-03-10,2023-03-17,655,2123
23776,2,550.0,930,2019-03-30,2023-03-14,658,2103
23777,7,485.0,990,2019-04-22,2024-07-20,164,2080
23778,6,981.6666666666666,1625,2020-04-25,2024-08-22,131,1711
23780,3,628.3333333333334,785,2019-12-13,2023-11-25,402,1845
23781,5,353.0,450,2019-11-21,2023-02-28,672,1867
23782,2,557.5,630,2020-04-26,2023-04-21,620,1710
23783,2,500.0,610,2021-09-14,2024-03-14,292,1204
23784,1,800.0,800,2022-11-28,2022-11-28,764,764
23785,5,533.0,925,2019-10-15,2024-03-18,288,1904
23786,4,1057.5,1460,2019-01-27,2024-06-20,194,2165
23787,2,507.5,570,2023-01-17,2024-07-03,181,714
23788,2,1040.0,1175,2019-12-13,2022-08-06,878,1845
23789,6,838.3333333333334,1500,2019-06-20,2024-12-10,21,2021
23790,2,645.0,820,2019-07-26,2020-09-10,1573,1985
23791,2,555.0,760,2021-01-21,2022-02-09,1056,1440
23792,3,580.0,785,2021-04-06,2023-10-09,449,1365
23793,3,696.6666666666666,825,2019-10-03,2023-12-13,384,1916
23794,1,575.0,575,2019-05-12,2019-05-12,2060,2060
23796,1,445.0,445,2019-08-03,2019-08-03,1977,1977
23797,3,475.0,895,2019-02-01,2023-11-13,414,2160
23798,4,587.5,795,2019-12-23,2022-06-02,943,1835
23799,3,1206.6666666666667,1410,2020-04-14,2023-07-19,531,1722
23800,3,875.0,1065,2019-08-02,2022-10-25,798,1978
23801,5,1106.0,1620,2020-07-09,2024-09-15,107,1636
23802,3,573.3333333333334,1170,2020-12-20,2022-04-13,993,1472
23803,5,484.0,820,2019-10-18,2023-11-11,416,1901
23804,7,662.1428571428571,1075,2019-10-02,2023-06-03,577,1917
23805,6,450.8333333333333,695,2019-01-15,2023-10-27,431,2177
23806,6,990.0,1895,2022-06-09,2024-07-03,181,936
23807,2,690.0,1005,2019-02-08,2024-08-20,133,2153
23808,7,547.1428571428571,1035,2020-04-02,2024-08-07,146,1734
23809,6,917.5,1660,2019-11-01,2024-09-17,105,1887
23810,7,502.85714285714283,1185,2021-03-09,2024-10-18,74,1393
23811,2,837.5,1105,2020-05-14,2020-07-15,1630,1692
23812,1,385.0,385,2022-10-23,2022-10-23,800,800
23813,5,1182.0,1420,2021-01-22,2023-07-28,522,1439
23814,6,439.1666666666667,700,2020-10-07,2024-10-27,65,1546
